,id,date,source,score
0,849636868052275200,2017-04-05,twitter,0.10000000149011612
1,848988730585096192,2017-04-03,twitter,0.10000000149011612
2,848943072423497728,2017-04-03,twitter,0.0
3,848935705057280001,2017-04-03,twitter,0.10000000149011612
4,848416049573658624,2017-04-02,twitter,-0.20000000298023224
5,848415731502923777,2017-04-02,twitter,-0.20000000298023224
6,848415356263702528,2017-04-02,twitter,-0.4000000059604645
7,848398971139629057,2017-04-02,twitter,0.8999999761581421
8,848244577521647616,2017-04-01,twitter,-0.4000000059604645
9,848243350993895424,2017-04-01,twitter,0.20000000298023224
10,848239928043491328,2017-04-01,twitter,-0.8999999761581421
11,848239664536223745,2017-04-01,twitter,0.0
12,848036043240636417,2017-04-01,twitter,0.6000000238418579
13,847958571895619584,2017-03-31,twitter,0.20000000298023224
14,847890916048338946,2017-03-31,twitter,0.4000000059604645
15,847884776719740928,2017-03-31,twitter,0.0
16,847884413706874880,2017-03-31,twitter,0.10000000149011612
17,847884351375372288,2017-03-31,twitter,0.10000000149011612
18,847883435100299267,2017-03-31,twitter,0.0
19,847882909906341888,2017-03-31,twitter,0.30000001192092896
20,847882289581359104,2017-03-31,twitter,-0.10000000149011612
21,847881536254955521,2017-03-31,twitter,0.10000000149011612
22,847610880506208257,2017-03-31,twitter,0.0
23,847608431582208000,2017-03-31,twitter,0.0
24,847594208219336705,2017-03-30,twitter,0.4000000059604645
25,847580067446345728,2017-03-30,twitter,0.5
26,847561780532523008,2017-03-30,twitter,0.0
27,847510437054877698,2017-03-30,twitter,0.0
28,847259545755820033,2017-03-30,twitter,0.0
29,847234747747020800,2017-03-29,twitter,-0.20000000298023224
30,847178475970547712,2017-03-29,twitter,-0.10000000149011612
31,846772378067648513,2017-03-28,twitter,0.0
32,846770102502473728,2017-03-28,twitter,0.4000000059604645
33,846768497904369664,2017-03-28,twitter,-0.30000001192092896
34,846768171486855169,2017-03-28,twitter,-0.5
35,846668569576259584,2017-03-28,twitter,-0.4000000059604645
36,846668345998925826,2017-03-28,twitter,-0.30000001192092896
37,846667837716410368,2017-03-28,twitter,0.10000000149011612
38,846580443797368832,2017-03-28,twitter,-0.30000001192092896
39,845447146111303681,2017-03-25,twitter,0.800000011920929
40,845403535353143299,2017-03-24,twitter,-0.4000000059604645
41,845402066629517312,2017-03-24,twitter,0.30000001192092896
42,845370779298521088,2017-03-24,twitter,0.30000001192092896
43,845355766357737472,2017-03-24,twitter,0.10000000149011612
44,845337811876114432,2017-03-24,twitter,0.20000000298023224
45,845331893176324096,2017-03-24,twitter,0.0
46,845325721455149056,2017-03-24,twitter,-0.10000000149011612
47,845294849049870337,2017-03-24,twitter,0.6000000238418579
48,845294411072204801,2017-03-24,twitter,0.30000001192092896
49,845294161125269505,2017-03-24,twitter,0.10000000149011612
50,845293825715154945,2017-03-24,twitter,-0.20000000298023224
51,845293157977767937,2017-03-24,twitter,0.10000000149011612
52,845292886623109120,2017-03-24,twitter,0.10000000149011612
53,845292269649354752,2017-03-24,twitter,-0.20000000298023224
54,845291692206960641,2017-03-24,twitter,0.30000001192092896
55,845291536480813056,2017-03-24,twitter,0.20000000298023224
56,845291064583892992,2017-03-24,twitter,0.20000000298023224
57,845290713776451584,2017-03-24,twitter,0.4000000059604645
58,845290493130919936,2017-03-24,twitter,0.699999988079071
59,845290417591541760,2017-03-24,twitter,0.4000000059604645
60,845289977051148289,2017-03-24,twitter,0.30000001192092896
61,845289583575105536,2017-03-24,twitter,0.800000011920929
62,845288100754444288,2017-03-24,twitter,0.800000011920929
63,845287981652963328,2017-03-24,twitter,0.0
64,845287688882184192,2017-03-24,twitter,-0.10000000149011612
65,845287211306139648,2017-03-24,twitter,0.0
66,845286730668257280,2017-03-24,twitter,0.0
67,845286473905553408,2017-03-24,twitter,0.800000011920929
68,845286206539685890,2017-03-24,twitter,0.0
69,845285846936825856,2017-03-24,twitter,0.10000000149011612
70,845285398662197248,2017-03-24,twitter,-0.20000000298023224
71,845285144436998144,2017-03-24,twitter,0.5
72,845285007211950080,2017-03-24,twitter,0.30000001192092896
73,845284550926221312,2017-03-24,twitter,0.10000000149011612
74,845284390397665280,2017-03-24,twitter,0.0
75,845283880080850945,2017-03-24,twitter,0.0
76,845283534948392960,2017-03-24,twitter,-0.699999988079071
77,845283253602828288,2017-03-24,twitter,0.0
78,845282934546350080,2017-03-24,twitter,0.10000000149011612
79,845282733546921985,2017-03-24,twitter,0.0
80,845282590030360578,2017-03-24,twitter,0.10000000149011612
81,845282298291339267,2017-03-24,twitter,0.0
82,845281640972660736,2017-03-24,twitter,0.0
83,845281547368349696,2017-03-24,twitter,0.0
84,845281211626864641,2017-03-24,twitter,0.4000000059604645
85,845280846764396544,2017-03-24,twitter,0.30000001192092896
86,845280754871418880,2017-03-24,twitter,-0.20000000298023224
87,845279897383710720,2017-03-24,twitter,0.30000001192092896
88,845279423238590464,2017-03-24,twitter,0.4000000059604645
89,845278449811939328,2017-03-24,twitter,0.0
90,845277819282219010,2017-03-24,twitter,0.800000011920929
91,845215504738402304,2017-03-24,twitter,0.4000000059604645
92,845180973394247680,2017-03-24,twitter,0.0
93,845179612644618240,2017-03-24,twitter,0.10000000149011612
94,845177494575636480,2017-03-24,twitter,0.4000000059604645
95,845175921317335041,2017-03-24,twitter,-0.6000000238418579
96,845175729885081601,2017-03-24,twitter,-0.10000000149011612
97,845172927892897792,2017-03-24,twitter,0.0
98,844970083000578048,2017-03-23,twitter,0.0
99,844668567983312896,2017-03-22,twitter,0.0
100,844360899603288064,2017-03-22,twitter,0.0
101,844360665900838912,2017-03-22,twitter,-0.20000000298023224
102,844358371616567296,2017-03-22,twitter,0.0
103,843504884154417153,2017-03-19,twitter,0.10000000149011612
104,842447592172675072,2017-03-16,twitter,0.0
105,842400698025172992,2017-03-16,twitter,0.20000000298023224
106,842400673043898368,2017-03-16,twitter,0.0
107,842392886494683136,2017-03-16,twitter,0.0
108,842233727115702272,2017-03-16,twitter,0.30000001192092896
109,841565055552389120,2017-03-14,twitter,0.800000011920929
110,841564430399807489,2017-03-14,twitter,-0.20000000298023224
111,841563925707546626,2017-03-14,twitter,0.20000000298023224
112,841098180573851648,2017-03-13,twitter,0.20000000298023224
113,841041891747545089,2017-03-12,twitter,0.5
114,841041532140445696,2017-03-12,twitter,0.6000000238418579
115,841041070792228864,2017-03-12,twitter,0.0
116,841040566867509248,2017-03-12,twitter,-0.10000000149011612
117,841039231694786560,2017-03-12,twitter,0.6000000238418579
118,841011061935362048,2017-03-12,twitter,0.699999988079071
119,840780746868441088,2017-03-12,twitter,-0.10000000149011612
120,840774191049658372,2017-03-12,twitter,0.4000000059604645
121,840772319526113280,2017-03-12,twitter,0.10000000149011612
122,840770270776315904,2017-03-12,twitter,0.5
123,840410357122314240,2017-03-11,twitter,0.30000001192092896
124,840101692087582720,2017-03-10,twitter,0.10000000149011612
125,840096176678420481,2017-03-10,twitter,0.0
126,840032197637685249,2017-03-10,twitter,0.0
127,838569247555014656,2017-03-06,twitter,0.0
128,838565081306677249,2017-03-06,twitter,-0.6000000238418579
129,838563502386118656,2017-03-06,twitter,0.0
130,838558471972741120,2017-03-06,twitter,0.0
131,838555180656295936,2017-03-06,twitter,0.0
132,837113202030759937,2017-03-02,twitter,0.30000001192092896
133,836443541001797632,2017-02-28,twitter,0.30000001192092896
134,836442868180905984,2017-02-28,twitter,0.10000000149011612
135,836328719165763584,2017-02-27,twitter,0.10000000149011612
136,836020571490021376,2017-02-27,twitter,0.0
137,835361919775100929,2017-02-25,twitter,0.0
138,835351081945350145,2017-02-25,twitter,0.10000000149011612
139,835350234049863680,2017-02-25,twitter,0.800000011920929
140,835202594968477696,2017-02-24,twitter,-0.10000000149011612
141,835187859158020097,2017-02-24,twitter,0.699999988079071
142,835187686151315456,2017-02-24,twitter,0.20000000298023224
143,835185478512992256,2017-02-24,twitter,-0.5
144,835178020604301313,2017-02-24,twitter,0.0
145,834740218531962881,2017-02-23,twitter,0.0
146,833411017065394176,2017-02-19,twitter,0.0
147,833332384913252352,2017-02-19,twitter,0.0
148,833332058453790720,2017-02-19,twitter,0.0
149,833330869293035520,2017-02-19,twitter,0.0
150,833329896168370179,2017-02-19,twitter,-0.20000000298023224
151,833329764232372224,2017-02-19,twitter,0.0
152,832995083519614976,2017-02-18,twitter,0.0
153,832992529872097280,2017-02-18,twitter,0.6000000238418579
154,832986598627106818,2017-02-18,twitter,-0.800000011920929
155,832984361989386240,2017-02-18,twitter,-0.10000000149011612
156,832979955092819968,2017-02-18,twitter,-0.800000011920929
157,832973218348625920,2017-02-18,twitter,0.30000001192092896
158,832970849791537152,2017-02-18,twitter,0.0
159,832954058730115074,2017-02-18,twitter,0.10000000149011612
160,832871068066942976,2017-02-18,twitter,0.0
161,832869029580664833,2017-02-18,twitter,0.0
162,832868838479851521,2017-02-18,twitter,0.0
163,832863988836814848,2017-02-18,twitter,0.800000011920929
164,832788691588296705,2017-02-18,twitter,-0.20000000298023224
165,832647116816150530,2017-02-17,twitter,0.0
166,832619549937668096,2017-02-17,twitter,0.6000000238418579
167,832480331496185857,2017-02-17,twitter,0.699999988079071
168,832375525754626048,2017-02-16,twitter,0.0
169,832089102266687488,2017-02-16,twitter,0.10000000149011612
170,832086901704126464,2017-02-16,twitter,0.0
171,832086234302341120,2017-02-16,twitter,0.5
172,832085891715723264,2017-02-16,twitter,0.30000001192092896
173,832085554619572225,2017-02-16,twitter,0.6000000238418579
174,832084918645596166,2017-02-16,twitter,0.8999999761581421
175,832084402473627650,2017-02-16,twitter,0.4000000059604645
176,832082377920778240,2017-02-16,twitter,-0.20000000298023224
177,831972894355828736,2017-02-15,twitter,0.0
178,831972613912080384,2017-02-15,twitter,0.30000001192092896
179,831969536584806400,2017-02-15,twitter,0.30000001192092896
180,831692803210096641,2017-02-15,twitter,0.8999999761581421
181,830239445433544704,2017-02-11,twitter,0.0
182,830148763578662916,2017-02-10,twitter,0.0
183,829885356531032064,2017-02-10,twitter,-0.20000000298023224
