,id,date,source,score
184,829861775357071361,2017-02-10,twitter,0.0
185,829834118733062144,2017-02-09,twitter,0.0
186,829509777218613248,2017-02-09,twitter,0.10000000149011612
187,829447188325412866,2017-02-08,twitter,0.0
188,829442592978792448,2017-02-08,twitter,-0.699999988079071
189,829441987686182912,2017-02-08,twitter,-0.20000000298023224
190,829431667072733185,2017-02-08,twitter,0.0
191,829396254920568832,2017-02-08,twitter,0.0
192,829046669517860869,2017-02-07,twitter,0.20000000298023224
193,829027848434257924,2017-02-07,twitter,0.6000000238418579
194,829015254524792832,2017-02-07,twitter,0.30000001192092896
195,829002643947167744,2017-02-07,twitter,0.0
196,828999653886550018,2017-02-07,twitter,-0.30000001192092896
197,828998837578526723,2017-02-07,twitter,0.0
198,828984746029912064,2017-02-07,twitter,0.0
199,828983364543664128,2017-02-07,twitter,0.20000000298023224
200,828981873086865410,2017-02-07,twitter,0.20000000298023224
201,828840823093497856,2017-02-07,twitter,0.0
202,828320620463140865,2017-02-05,twitter,0.0
203,828317118051520514,2017-02-05,twitter,0.0
204,828315290782093312,2017-02-05,twitter,-0.20000000298023224
205,828314791819218944,2017-02-05,twitter,0.20000000298023224
206,828314321679704066,2017-02-05,twitter,0.0
207,828312660299091968,2017-02-05,twitter,0.0
208,828312511946567680,2017-02-05,twitter,0.4000000059604645
209,828309896122789889,2017-02-05,twitter,0.0
210,828307625632813056,2017-02-05,twitter,-0.30000001192092896
211,828305244891336706,2017-02-05,twitter,-0.30000001192092896
212,828304178644656129,2017-02-05,twitter,-0.5
213,828303494981550082,2017-02-05,twitter,0.0
214,828303126935568384,2017-02-05,twitter,0.699999988079071
215,828302292520681474,2017-02-05,twitter,-0.20000000298023224
216,828301829909921792,2017-02-05,twitter,0.20000000298023224
217,828301680596889600,2017-02-05,twitter,0.5
218,828301040768393216,2017-02-05,twitter,0.0
219,828300568062021632,2017-02-05,twitter,0.30000001192092896
220,828300245998116864,2017-02-05,twitter,0.10000000149011612
221,828299070154358784,2017-02-05,twitter,0.10000000149011612
222,828298780638400512,2017-02-05,twitter,0.699999988079071
223,828297954314289153,2017-02-05,twitter,-0.4000000059604645
224,828297337353154560,2017-02-05,twitter,0.10000000149011612
225,828297251026001924,2017-02-05,twitter,-0.4000000059604645
226,828294008677994496,2017-02-05,twitter,-0.20000000298023224
227,828293735419109376,2017-02-05,twitter,-0.10000000149011612
228,828292953798012932,2017-02-05,twitter,-0.6000000238418579
229,828292305522192384,2017-02-05,twitter,0.20000000298023224
230,828291884858691584,2017-02-05,twitter,0.699999988079071
231,828291645548408833,2017-02-05,twitter,0.0
232,828291190965551106,2017-02-05,twitter,0.0
233,828290224069419010,2017-02-05,twitter,0.699999988079071
234,828289948767895552,2017-02-05,twitter,-0.20000000298023224
235,828289487075733504,2017-02-05,twitter,0.30000001192092896
236,828287608614744064,2017-02-05,twitter,-0.10000000149011612
237,828287354741936130,2017-02-05,twitter,-0.20000000298023224
238,828285894570422272,2017-02-05,twitter,0.20000000298023224
239,828285409675341824,2017-02-05,twitter,0.0
240,828284802327523328,2017-02-05,twitter,0.20000000298023224
241,828284631170560000,2017-02-05,twitter,-0.20000000298023224
242,828284048103579651,2017-02-05,twitter,0.0
243,828282768559849473,2017-02-05,twitter,-0.10000000149011612
244,828282648711802881,2017-02-05,twitter,0.10000000149011612
245,828281953455579136,2017-02-05,twitter,0.20000000298023224
246,828280866451374085,2017-02-05,twitter,0.0
247,828279118944989185,2017-02-05,twitter,0.30000001192092896
248,828018446873006080,2017-02-04,twitter,0.10000000149011612
249,828004976228188160,2017-02-04,twitter,0.4000000059604645
250,828004231101706241,2017-02-04,twitter,0.20000000298023224
251,828002410811494400,2017-02-04,twitter,0.30000001192092896
252,828000753432293376,2017-02-04,twitter,0.8999999761581421
253,828000589082742784,2017-02-04,twitter,0.800000011920929
254,827999209085403143,2017-02-04,twitter,0.20000000298023224
255,827983309359763456,2017-02-04,twitter,0.4000000059604645
256,827954983710650369,2017-02-04,twitter,0.0
257,827928366711967745,2017-02-04,twitter,-0.20000000298023224
258,827926509197332484,2017-02-04,twitter,0.0
259,827925653022453760,2017-02-04,twitter,0.20000000298023224
260,827924171661377536,2017-02-04,twitter,0.4000000059604645
261,827919530638794752,2017-02-04,twitter,0.0
262,827849760048558080,2017-02-04,twitter,0.0
263,827848585639297024,2017-02-04,twitter,0.0
264,827720686911291392,2017-02-04,twitter,0.0
265,827692878986100736,2017-02-04,twitter,0.10000000149011612
266,827681242128715777,2017-02-04,twitter,0.10000000149011612
267,827330589191704576,2017-02-03,twitter,0.10000000149011612
268,827236313925496832,2017-02-02,twitter,0.20000000298023224
269,827024562470522884,2017-02-02,twitter,0.4000000059604645
270,826262139371347968,2017-01-31,twitter,-0.30000001192092896
271,826150838544371712,2017-01-30,twitter,0.699999988079071
272,826149691498729472,2017-01-30,twitter,0.0
273,826149017369186304,2017-01-30,twitter,0.20000000298023224
274,826125419527016448,2017-01-30,twitter,0.4000000059604645
275,826121298656964608,2017-01-30,twitter,0.0
276,826020192937340928,2017-01-30,twitter,0.0
277,825936326264360961,2017-01-30,twitter,0.4000000059604645
278,825933821061132288,2017-01-30,twitter,0.10000000149011612
279,825933686990204928,2017-01-30,twitter,0.6000000238418579
280,825857378927079424,2017-01-30,twitter,0.0
281,825843728019435520,2017-01-29,twitter,0.0
282,825819528080658432,2017-01-29,twitter,0.20000000298023224
283,825809205244223488,2017-01-29,twitter,0.0
284,825504408548958208,2017-01-29,twitter,-0.5
285,825502618680045568,2017-01-29,twitter,-0.20000000298023224
286,825502400454594561,2017-01-29,twitter,0.0
287,825212805498302464,2017-01-28,twitter,-0.6000000238418579
288,825205236956483585,2017-01-28,twitter,0.30000001192092896
289,825135988464775168,2017-01-28,twitter,0.30000001192092896
290,825048948515549184,2017-01-27,twitter,0.10000000149011612
291,825036546206076928,2017-01-27,twitter,0.0
292,824942405262544896,2017-01-27,twitter,0.0
293,824423132106629120,2017-01-26,twitter,0.0
294,824300186834898945,2017-01-25,twitter,0.10000000149011612
295,824183010241216512,2017-01-25,twitter,0.0
296,824182450209386497,2017-01-25,twitter,0.20000000298023224
297,824182237352562688,2017-01-25,twitter,0.0
298,824182024479133698,2017-01-25,twitter,0.10000000149011612
299,824149662366126087,2017-01-25,twitter,0.10000000149011612
300,824148084632551425,2017-01-25,twitter,-0.30000001192092896
301,824147366844436481,2017-01-25,twitter,0.0
302,824141566788898817,2017-01-25,twitter,-0.4000000059604645
303,824125950107545600,2017-01-25,twitter,0.20000000298023224
304,824113827679641600,2017-01-25,twitter,0.0
305,824056075217420291,2017-01-25,twitter,-0.30000001192092896
306,824054997507657728,2017-01-25,twitter,0.0
307,824054472850583552,2017-01-25,twitter,0.0
308,824054301718777856,2017-01-25,twitter,0.0
309,824013720967753728,2017-01-24,twitter,0.10000000149011612
310,824013269891502080,2017-01-24,twitter,-0.20000000298023224
311,824011724357373953,2017-01-24,twitter,0.4000000059604645
312,824010489449431040,2017-01-24,twitter,0.0
313,823915595615719424,2017-01-24,twitter,0.5
314,823728646204440576,2017-01-24,twitter,0.0
315,823727035088416768,2017-01-24,twitter,0.10000000149011612
316,823632597284691969,2017-01-23,twitter,-0.10000000149011612
317,823234503355158528,2017-01-22,twitter,0.0
318,823214178458476545,2017-01-22,twitter,-0.30000001192092896
319,823213071309029377,2017-01-22,twitter,0.10000000149011612
320,823212410022477824,2017-01-22,twitter,-0.30000001192092896
321,822985910782283776,2017-01-22,twitter,0.4000000059604645
322,822985098656026624,2017-01-22,twitter,0.6000000238418579
323,822984601630953477,2017-01-22,twitter,0.0
324,822981755057487872,2017-01-22,twitter,0.30000001192092896
325,822931043141332992,2017-01-21,twitter,0.30000001192092896
326,822930188040142849,2017-01-21,twitter,0.0
327,822926184719609856,2017-01-21,twitter,0.10000000149011612
328,822924978441965568,2017-01-21,twitter,-0.30000001192092896
329,822922507535560705,2017-01-21,twitter,0.0
330,822908233090072576,2017-01-21,twitter,-0.20000000298023224
331,822180663285514240,2017-01-19,twitter,0.0
332,822175321344442368,2017-01-19,twitter,-0.10000000149011612
333,822131228585271296,2017-01-19,twitter,0.5
334,822130935587999748,2017-01-19,twitter,0.0
335,822130440668446720,2017-01-19,twitter,0.0
336,822129390729326593,2017-01-19,twitter,0.4000000059604645
337,822129092036206592,2017-01-19,twitter,-0.20000000298023224
338,822128741228756992,2017-01-19,twitter,0.20000000298023224
339,822112771940618240,2017-01-19,twitter,0.10000000149011612
340,822104210074255360,2017-01-19,twitter,0.10000000149011612
341,821808377965613056,2017-01-18,twitter,0.0
342,821626149591810048,2017-01-18,twitter,0.0
343,820935727651241986,2017-01-16,twitter,0.0
344,820935404945715200,2017-01-16,twitter,0.10000000149011612
345,820935108857212928,2017-01-16,twitter,0.30000001192092896
346,820934816820436992,2017-01-16,twitter,0.20000000298023224
347,820934434002063361,2017-01-16,twitter,0.0
348,820932361915203585,2017-01-16,twitter,0.20000000298023224
349,820759138036695040,2017-01-15,twitter,-0.10000000149011612
350,820534283437621248,2017-01-15,twitter,0.0
351,820494936051097602,2017-01-15,twitter,0.0
352,820411394247925766,2017-01-14,twitter,0.0
353,820347961427173376,2017-01-14,twitter,0.0
354,820346008068452352,2017-01-14,twitter,0.20000000298023224
355,820322918085181440,2017-01-14,twitter,0.0
356,820036970025918464,2017-01-13,twitter,0.10000000149011612
357,819748895878094848,2017-01-13,twitter,0.10000000149011612
358,819664721888452608,2017-01-12,twitter,0.30000001192092896
359,819664369818578944,2017-01-12,twitter,0.10000000149011612
360,819663998878564352,2017-01-12,twitter,0.10000000149011612
361,819663807827955712,2017-01-12,twitter,0.5
362,819661044867944448,2017-01-12,twitter,0.30000001192092896
363,819660611357319170,2017-01-12,twitter,0.10000000149011612
364,819609111801139200,2017-01-12,twitter,-0.10000000149011612
365,819606921824980992,2017-01-12,twitter,0.0
366,819016779728945152,2017-01-11,twitter,-0.699999988079071
367,819014115943272448,2017-01-11,twitter,0.30000001192092896
368,818980920308822016,2017-01-11,twitter,0.10000000149011612
369,818970209830596608,2017-01-10,twitter,0.6000000238418579
370,818969933916708864,2017-01-10,twitter,0.4000000059604645
371,818091443512221696,2017-01-08,twitter,-0.10000000149011612
372,818090689233711104,2017-01-08,twitter,0.5
373,818090148608868353,2017-01-08,twitter,0.6000000238418579
374,817580438558359552,2017-01-07,twitter,0.5
375,817509115555643392,2017-01-06,twitter,0.0
376,817123579343028227,2017-01-05,twitter,0.0
